name,foundingDate
Ctrip.com International        ,1999
NPTest Holding Corp.           ,1965
Vaso Active Pharmaceuticals    ,2001
Nelnet Inc.                    ,1978
Central Freight Lines Inc.     ,1925
Compass Minerals International ,1900
International Steel Group Inc. ,1901
Natural Golf Corp.             ,1992
United National Group Ltd.     ,1960
Highland Hospitality Corp.     ,2003
Falcon Financial Investment Tr ,1997
Orbitz Inc.                    ,2000
Provide Commerce Inc.          ,1998
Universal Technical Institute  ,1968
Franklin Bank Corp.            ,2001
Knology Inc.                   ,1896
Marshall Edwards Inc.          ,2000
Tempur-Pedic International Inc ,1989
Kintera Inc.                   ,2000
Luminent Mortgage Capital      ,2003
"CrossTex Energy, Inc.          ",1992
Portec Rail Products Inc       ,1906
Eyetech Pharmaceuticals Inc    ,2000
GTx Inc                        ,1997
"Bancorp Bank,Wilmington,DE     ",2000
TRW Automotive Holdings Corp   ,1904
Asset Acceptance Corp          ,1962
Bakers Footwear Group Inc      ,1926
Renovis Inc                    ,2000
Assurant Inc                   ,1978
Todco                          ,1997
Symbion Inc                    ,1996
Staktek Holdings Inc           ,1990
"Daystar Technologies, Inc.     ",1997
AlphaSmart Inc                 ,1992
Atheros Communications Inc     ,1998
"Bristol West Holdings, Inc.    ",1973
Corgentech Inc                 ,1999
Cherokee International Inc     ,1978
Dynavax Technologies           ,1996
Kinetic Concepts Inc           ,1976
Linktone Ltd                   ,1999
Chardan China Acquisition Corp ,2003
TNS Inc                        ,1991
Tercica Inc                    ,2000
Xcyte Therapies Inc            ,1997
Capital Lease Funding Inc      ,1995
Ultra Clean Holdings Inc       ,1991
Hornbeck Offshore Svcs(Tide)   ,1997
Anadys Pharmaceuticals Inc     ,1992
Cutera Inc                     ,1998
Marchex Inc                    ,1999
Santarus Inc                   ,1996
Jed Oil Inc                    ,2003
Memory Pharmaceuticals Corp    ,1998
Corcept Therapeutics Inc       ,1998
Immunicon Corp                 ,1983
Gander Mountain Co             ,1960
Procentury Corp                ,1978
SiRF Technology Holdings Inc   ,1995
Assured Guaranty Ltd           ,1999
Barrier Therapeutics Inc       ,2001
Cytokinetics Inc               ,1997
Intersections Inc              ,1996
Greenhill & Co Inc             ,1996
InfraSource Services Inc       ,1970
Atlas America Inc              ,1968
Nuvasive                       ,1997
Blue Nile Inc                  ,1999
Animas Corp                    ,1996
Genworth Financial Inc         ,1900
Acadia Pharmaceuticals         ,1993
AngioDynamics Inc              ,1988
Critical Therapeutics Inc      ,2000
Republic Airways Holdings Inc  ,1996
Alnylam Pharmaceuticals Inc    ,2002
Standard Parking Corp          ,1929
Inhibitex                      ,1994
CB Richard Ellis Group Inc     ,1986
Digirad Corp                   ,1985
PowerDsine Ltd                 ,1994
Leadis Technology Inc          ,2000
Metabasis Therapeutics Inc     ,1997
ADESA Inc                      ,1989
Infosonics Corporation         ,1994
Blackboard Inc                 ,1997
Radiation Therapy Services Inc ,1983
Jackson Hewitt Tax Service Inc ,1985
Momenta Pharmaceuticals Inc    ,2001
Senomyx Inc                    ,1998
SalesForce.com Inc             ,1999
Color Kinetics Inc             ,1997
WCA Waste Corp                 ,2000
Xyratex Ltd                    ,1966
Cabelas Inc                    ,1961
Motive Inc                     ,1997
Multi-Fineline Electronix      ,1984
Design Within Reach Inc        ,1998
Lifetime Fitness               ,1999
Wellcare Group Inc             ,1995
Netlogic Microsystems          ,1995
Affirmative Insurance Hldg Inc ,1998
Domino's Pizza Inc             ,1960
Phase Forward Inc              ,1997
Collegiate Funding Svcs LLC    ,1998
QC Holdings Inc                ,1984
Greenfield Online Inc          ,1994
Freescale Semiconductor Inc    ,1953
Xenogen Corp                   ,1995
McCormick&Schmick's SR Inc     ,1972
Dex Media Inc                  ,1904
Blackbaud Inc                  ,1982
Idenix Pharmaceuticals Inc     ,1998
Bucyrus International Inc      ,1900
Kanbay International Inc       ,1989
Lumera Corp                    ,2000
Neurometrix Inc                ,1996
Auxilium Pharmaceuticals Inc   ,1999
Top Tankers Inc                ,2000
MannKind Corp                  ,1991
Volterra Semiconductor Corp    ,1996
EnerSys Inc                    ,1914
Commercial Vehicle Group Inc   ,1997
Syneron Medical Ltd            ,2000
New River Pharmaceuticals Inc  ,1996
RightNow Technologies Inc      ,1995
Navteq Corp                    ,1985
WPT Enterprises Inc            ,2002
Westlake Chemical Corp         ,1986
"Placer Sierra Bancshares,CA    ",2001
Eurobancshares Inc             ,1979
Stereotaxis Inc                ,1990
Cohen & Steers Inc             ,1986
Archipelago Holdings Inc       ,1996
"SNB Bancshares Inc,Texas       ",1985
Google Inc                     ,1998
Ecost Com Inc                  ,1999
Nephros Inc                    ,1997
Beacon Roofing Supply Inc      ,1928
Educate Inc                    ,1979
Cogent Inc                     ,1990
Valley Bancorp                 ,1998
WebSideStory Inc               ,1996
CPFL Energia SA                ,1912
JAMDAT Mobile Inc              ,2000
Primus Guaranty Ltd            ,2002
Callwave Inc                   ,1998
Ness Technologies Inc          ,1984
PeopleSupport Inc              ,1998
HyperSpace Communications Inc  ,2001
Texas Roadhouse Inc            ,1993
Theravance Inc                 ,1996
New York & Co Inc              ,1918
Gold Kist Holdings Inc         ,1935
IntraLase Corp                 ,1997
Thomas Properties Group Inc    ,1996
B&G Foods Holdings Corp        ,1996
Huron Consulting Group Inc     ,2002
Gurunet Corp                   ,1998
PlanetOut Inc                  ,2000
CoTherix Inc                   ,2000
Interchange Corp               ,1999
Celebrate Express Inc          ,1994
Sunstone Hotel Investors Inc   ,1995
Tower Group Inc                ,1990
VNUS Medical Technologies Inc  ,1995
Telvent SA                     ,1963
Shopping.com Ltd               ,1997
Build A Bear Workshop Inc      ,1997
Dreamworks Animation Inc       ,1994
Calamos Asset Management Inc   ,2001
FoxHollow Technologies Inc     ,1996
GMH Communities Trust          ,1985
MarketAxess Holdings Inc       ,2000
Arlington Tankers Ltd          ,2004
Copano Energy LLC              ,2001
ZipRealty Inc                  ,1999
China Netcom Corp Ltd          ,1999
Nalco Holding Co               ,1979
Ormat Technologies Inc         ,1965
InPhonic Inc                   ,1997
Iowa Telecom Services Inc      ,2000
PRA International              ,1976
Specialty Underwriters Allianc ,2003
Monolithic Power Systems Inc   ,1997
PortalPlayer Inc               ,1999
Coinmach Service Corp          ,2003
UAP Holding Corp               ,1978
Ninetowns                      ,1995
CABG Medical Inc               ,1999
OccuLogix Inc                  ,1996
Foundation Coal Holdings Inc   ,1999
Symmetry Medical Inc           ,1976
Community Bancorp (NV)         ,1995
HouseValues Inc                ,1999
Bill Barrett Corp              ,2002
Adeza Biomedical Corp          ,1985
Knoll Inc                      ,1938
Orange 21 Inc                  ,1992
Bluelinx Holdings Inc          ,1954
Comstock Homebuilding Co Inc   ,1985
Conor Medsystems Inc           ,1999
Cascade Microtech Inc          ,1983
The9 Ltd                       ,1999
Great Wolf Resorts Inc         ,1992
Las Vegas Sands Corp           ,1988
Cambridge Display Technology   ,1992
Advance Amer Cash Advance Ctrs ,1997
Interline Brands Inc           ,1979
KMG America Corp               ,1991
Macquarie Infrastructure       ,2004
Spirit Finance Corporation     ,2003
Herbalife Ltd                  ,1946
Otelco Telecommunications Llc  ,1924
ARBINET THEXCHANGE INC         ,1996
Warren Resources Inc           ,1990
Celanese Corp                  ,1912
SeaBright Insurance Hldgs Inc  ,2003
ViaCell Inc                    ,1994
GFI Group Inc                  ,1987
OptionsXpress  Holdings Inc    ,2000
W and T Offshore Inc           ,1983
Dollar Financial Corp          ,1979
National Interstate Corp       ,1989
Favrille Inc                   ,2000
American Reprographics Co      ,1960
FairPoint Communications Inc   ,1991
DryShips Inc                   ,2004
Hurray Holding  Co Ltd         ,1999
Icagen Inc                     ,1992
Threshold Pharmaceuticals Inc  ,2001
Gravity Co Ltd                 ,2000
FTD Group Inc                  ,1910
Valor Communications Group Inc ,1900
Tri-S Security Corp            ,2001
Prestige Brands Holdings Inc   ,1996
Syniverse Holdings Inc         ,1997
Emageon Inc                    ,1998
Huntsman Corp                  ,1970
Hiland Partners LP             ,1905
Universal Truckload Services   ,1981
Cardiovascular Biotherapeutics ,1998
Fusion Telecommunications      ,1997
Tarpon Industries Inc          ,1954
Coastal Bancshares Acquisition ,2004
Alpha Natural Resources Inc    ,1984
Veri-Tek International Corp    ,1993
Odimo Inc                      ,1998
Wright Express Corp            ,1983
Dolby Laboratories Inc         ,1965
Aldabra Acquisition Corp       ,2004
Aspreva Pharmaceuticals Corp   ,2001
International Sec Exchng Inc   ,2000
Shamir Optical Industry Ltd    ,1972
BofI Holding Inc               ,1900
PanAmSat Holding Corp          ,1984
Diana Shipping Co              ,1999
Fastclick Inc                  ,2000
FreightCar America Inc         ,1901
PRB Gas Transportation Inc     ,2001
Dexcom Inc                     ,1999
Earle M Jorgensen Co           ,1915
National Atlantic Holdings     ,1994
Accuride Corp                  ,1986
VeriFone Holdings Inc          ,1981
Coffee Holding Co              ,1970
Morningstar Inc                ,1984
Lazard Ltd                     ,1905
Teekay LNG Partners LP         ,2004
China Techfaith Wireless Comm  ,2002
Zumiez Inc                     ,1978
Bois d'Arc Energy Inc          ,2004
New Skies Satellites Holdings  ,1999
Warner Music Group Corp        ,1960
Xerium Technologies Inc        ,1999
Citi Trends Inc                ,1946
Transmontaigne Partners LP     ,1905
SSA Global Technologies Inc    ,1981
XenoPort Inc                   ,1999
Aries Maritime Transport Ltd   ,2005
LHC Group Inc                  ,1994
Rackable Systems Inc           ,1999
Premium Standard Farms Inc     ,1988
ev3 Inc                        ,2000
Micrus Endovascular Corp       ,1996
Gentium SpA                    ,1905
Nuvim Inc                      ,1999
Inergy Holdings LP             ,1905
Allion Healthcare Inc          ,1983
Builders FirstSource Inc       ,1998
Eagle Bulk Shipping Inc        ,2005
Lincoln Educational Svcs Corp  ,1946
Kenexa Corp                    ,1987
TBS International Ltd          ,1993
Tac Acquisition Corp           ,2005
Columbia Equity Trust Inc      ,2004
DSW Inc                        ,1969
HemoSense Inc                  ,1997
NeuStar Inc                    ,1996
Silicon Motion Technology Corp ,2005
Volcom Inc                     ,1991
Western Alliance               ,1905
Services Acquisition Corp      ,2005
Courtside Acquisition Corp     ,2005
Icop Digital Inc               ,1998
Oakmont Acquisition Corp       ,2005
Fortress America Acquisition   ,2004
Juniper Partners Acquisition   ,2005
CryoCor Inc                    ,2000
Focus Media(China)Holding Co   ,2003
Orchids Paper Products Co      ,1975
Quintana Maritime Ltd          ,2005
A4S SECURITY Inc               ,1999
Adams Respiratory Thrptcs Inc  ,1997
Diamond Foods Inc              ,1912
Consolidated Communications    ,1900
Genco Shipping & Trading Ltd   ,2004
Hittite Microwave Corp         ,1985
Maidenform Brands Inc          ,1922
ITC Holdings Corp              ,2001
Pike Electric Corp             ,1946
Alon USA Energy Inc            ,1989
Superior Well Service Inc      ,1997
Golf Galaxy Inc                ,1997
BabyUniverse Inc               ,1997
Unica Corp                     ,1992
Advanced Analogic Technologies ,1997
MWI Veterinary Supply Inc      ,1976
Republic Companies Group Inc   ,1903
WorldSpace Corp                ,1990
Dresser-Rand Co                ,1840
Advanced Life Sciences Hldgs   ,1999
Eschelon Telecom Inc           ,1905
AtriCure Inc                   ,2000
Baidu.com Inc                  ,2000
Hoku Scientific Inc            ,2001
K&F Industries Holdings Inc    ,1929
Seaspan Corp                   ,1901
James River Group Inc          ,2002
Ruth's Chris Steak House       ,1965
Reddy Ice Holdings Inc         ,2003
China Medical Technologies Inc ,2004
Coley Pharmaceutical Group Inc ,1997
First Security Group Inc       ,1905
RBC Bearings Inc               ,1919
CF Industries Inc              ,1946
Heartland Payment Systems Inc  ,1997
Refco Inc                      ,1969
Stone Arcade Acquisition Corp  ,2005
Rockwood Holdings Inc          ,2000
Bronco Drilling Co Inc         ,2001
Kona Grill Inc                 ,1996
Williams Partners LP           ,1908
Enterprise GP Holdings LP      ,1968
Ready Mix Inc                  ,1996
Old Mutual/Claymore Long-Short ,2005
Williams Scotsman Int Inc      ,1955
Nexity Financial Corp          ,1999
Ikanos Communications Inc      ,1999
Global Cash Access Holdings    ,1998
North Pointe Holdings Corp     ,1986
Horizon Lines Inc              ,1956
Sunesis Pharmaceuticals Inc    ,1998
TRX Inc                        ,1988
Global Partners LP             ,1944
Caribou Coffee Company Inc     ,1992
Genomic Health Inc             ,2000
Taleo Corp                     ,1996
WebMD Health Corp              ,1999
Avalon Pharmaceuticals Inc     ,1999
"State Natl Bancshares Inc,TX   ",1993
VistaPrint Limited             ,1995
American Commercial Lines LLC  ,1915
StealthGas Inc                 ,2004
TAL International Group Inc    ,1963
Double Hull Tankers Inc        ,2005
PokerTek Inc                   ,2003
CBOT Holdings Inc              ,1901
NCI Inc                        ,1989
Hercules Offshore Inc          ,2004
Mathstar Inc                   ,1997
Accentia Biopharmaceuticals    ,2002
NxStage Medical Inc            ,1998
Electro-Optical Sciences Inc   ,1989
Cbeyond Communications Inc     ,2001
Website Pros Inc               ,1999
iROBOT CORP                    ,1990
Saifun Semiconductors Ltd      ,1996
Boardwalk Pipeline Partners LP ,2003
Combinatorx Inc                ,2000
Clear Channel Outdoor Holdings ,1901
IHS Inc                        ,1964
Vimicro International          ,1905
IntercontinentalExchange       ,1997
SunPower                       ,1985
AMERISAFE                      ,1986
Dover Saddlery                 ,1975
Under Armour                   ,1996
Union Drilling                 ,1997
Brookdale Senior Living        ,1981
Tronox                         ,1929
Actions Semiconductor          ,2001
DCP Midstream Partners         ,1993
Vocus                          ,1988
Cynosure                       ,1991
Widerthan                      ,2000
Basic Energy Services          ,1992
DealerTrack Holdings           ,2001
Scopus Video Networks          ,1995
Suntech Power Holdings         ,2001
Somaxon Pharmaceuticals        ,2003
Copa Holdings S.A.             ,1947
Carolina National Corp         ,2002
Directed Electronics           ,1982
Spansion                       ,1993
Emergency Medical Services     ,1955
CRM Holdings                   ,1999
Pixelplus Ltd.                 ,2000
NUCRYST Pharmaceuticals        ,1997
Linn Energy LLC                ,2003
Western Refining Inc           ,1993
American Railcar Industries    ,1988
Argyle Security Acquisition    ,2005
Highbury Financial Inc         ,2006
Chipotle Mexican Grill Inc     ,1993
Calumet Specialty Products     ,1990
Traffic.com Inc                ,1998
Altus Pharmaceuticals Inc      ,1992
H&E Equipment Services Inc     ,1961
IncrediMail Ltd                ,1999
Regency Energy Partners LP     ,2005
Fortunet Inc                   ,1989
SGX Pharmaceuticals Inc        ,1998
Koppers Holdings Inc           ,1912
Iomai Corp                     ,1997
Thomas Weisel Partners Group   ,1998
Valera Pharmaceuticals Inc     ,1972
Cardica Inc                    ,1997
Digital Music Group Inc        ,2004
HealthSpring Inc               ,2000
Smart Modular Technologies Inc ,1988
Energy Transfer Equity LP      ,1996
Resource Capital Corp          ,2005
Crocs Inc                      ,1999
NightHawk Radiology Holdings   ,2001
NTELOS Holdings Corp           ,1897
EXCO Resources Inc             ,1955
Morton's Restaurant Group Inc  ,1978
Acorda Therapeutics Inc        ,1995
AmComp Inc                     ,1982
Magellan Midstream Holdings LP ,2001
Morgans Hotel Group Co         ,1983
Global Logistics Acquisition   ,2005
Liquidity Services Inc         ,1999
Grupo Aeroportuario Pacifico   ,1998
Grubb & Ellis Realty Advisors  ,2005
Oracle Healthcare Acquisition  ,2005
Good Harbor Partners Acq Corp  ,2005
Alexza Pharmaceuticals Inc     ,2000
Eagle Test Systems Inc         ,1976
Transdigm Group Inc            ,1993
Acquicor Technology Inc        ,2006
Echo Healthcare Acquisition    ,2005
Nextest Systems Corp           ,1997
Tim Hortons Inc                ,1964
Clayton Holdings Inc           ,1990
Global Traffic Network Inc     ,1997
China GrenTech Corp Ltd        ,1999
Himax Technologies Inc         ,2001
Visicu Inc                     ,1998
Castle Brands Inc              ,1998
Goodman Global Inc             ,1975
General Finance Corp           ,2005
Sealy Corp                     ,1881
Omega Navigation Enterprises   ,2005
Targacept Inc                  ,1997
Vanda Pharmaceuticals Inc      ,2003
Global Services Partners Acq   ,2005
Omrix Biopharmaceuticals Inc   ,1995
Complete Production Svcs Inc   ,2001
Shanghai Century Acquisition   ,2005
Corel Corp                     ,1985
CPI International Inc          ,1948
RAM Holdings Ltd               ,1998
Delek US Holdings Inc          ,2001
DynCorp International Inc      ,1951
Northstar Neuroscience Inc     ,1999
Alliance Holdings GP LP        ,1971
Novacea Inc                    ,2001
Basin Water Inc                ,1999
BioMimetic Therapeutics Inc    ,1999
Restore Medical Inc            ,1999
Burger King Holdings Inc       ,1954
Penson Worldwide Inc           ,1995
Darwin Professional            ,2003
Vonage Hldgs Corp              ,2000
MasterCard Inc                 ,1966
Mueller Water Products Inc     ,1857
Town Sports Int Holdings Inc   ,1973
CTC Media Inc                  ,1989
Alphatec Holdings Inc          ,1990
Luna Innovations Inc           ,1992
HD Partners Acquisition Corp   ,2005
Affinity Media International   ,2005
LoopNet Inc                    ,1997
Verigy Ltd                     ,1939
Verasun Energy Corp            ,2001
Golfsmith Intl Hldg Inc        ,1967
Houston Wire & Cable Co        ,1975
Volcano Corp                   ,2000
Synchronoss Technologies Inc   ,2000
Techwell Inc                   ,1997
"Home Bancshares Inc,Conway,AR  ",1998
J Crew Group Inc               ,1983
Omniture Inc                   ,1996
PGT Inc                        ,1980
Replidyne Inc                  ,2000
Aventine Renewable Energy Hlds ,1981
GMarket Inc                    ,2000
Ascent Solar Technologies Inc  ,2005
Allied World Assurance         ,2001
Cowen Group Inc                ,1918
Valero GP Holdings Inc         ,2000
Atlas Pipeline Holdings LP     ,2000
Cleveland Biolabs Inc          ,2003
WNS(Holdings)Ltd               ,1996
Chart Industries Inc           ,1992
Crystal River Capital Inc      ,2005
Geomet Inc                     ,1985
Security Capital Assurance Ltd ,1999
Buckeye GP Holdings LP         ,2006
Osiris Therapeutics Inc        ,1992
Aircastle Ltd                  ,2004
Qimonda AG                     ,1952
Evercore Partners Inc          ,1996
InnerWorkings Inc              ,2001
Marathon Acquisition           ,2006
New Oriental Education         ,1993
Hiland Holdings GP LP          ,1990
Home Diagnostics Inc           ,1985
Riverbed Technology Inc        ,2002
Warner Chilcott Holdings Co    ,1968
CommVault Systems Inc          ,1988
DivX Inc                       ,2000
Porter Bancorp Inc             ,1988
Mindray Medical International  ,1991
CBRE Realty Finance            ,2005
ICF International Inc          ,1969
Bare Escentuals Inc            ,1976
Omni Financial Services Inc    ,1992
Shutterfly Inc                 ,1999
BreitBurn Energy Partners L.P. ,1988
Danaos Corp                    ,1972
Acme Packet Inc                ,2000
EHealth Inc                    ,1997
Ultrapetrol(Bahamas)Ltd        ,1992
SAIC INC                       ,1969
Universal Compression Partners ,2006
Trubion Pharmaceuticals Inc    ,1999
First Mercury Financial Corp   ,1973
Stanley Inc                    ,1966
Susser Holdings Corp           ,1938
Ivivi Technologies Inc         ,1989
ExlService Holdings Inc        ,1999
LeMaitre Vascular Inc          ,1983
Douglas Emmett Inc             ,1973
Cadence Pharmaceuticals Inc    ,2004
Eagle Rock Energy LP           ,2002
GateHouse Media Inc            ,1997
Achillion Pharmaceuticals Inc  ,1998
Optium Corp                    ,2000
RRSat Global Communications    ,1991
Debt Resolve Inc               ,1997
GLOBALSTAR INC                 ,1993
Innophos Holdings Inc          ,1998
ORBCOMM Inc                    ,1993
Catalyst Pharmaceutical        ,2002
KBW Inc                        ,1962
One Beacon Insurance Group     ,1831
Canadian Solar Inc             ,2001
Physicians Formula Holdings    ,1937
ACA Capital Holdings Inc       ,1997
Capella Education Co           ,1991
Thermage Inc                   ,1996
Metabolix Inc                  ,1992
Emergent BioSolutions Inc      ,1998
Hertz Global Holdings Inc      ,1918
"KBR, Inc.                      ",1901
Allot Communications Inc       ,1996
Hansen Medical Inc             ,2002
Constellation Energy Partners  ,2005
NYMEX Holdings Inc             ,1872
Venoco Inc                     ,1992
First Solar Inc                ,1999
Spirit Aerosystems Holdings    ,1950
AerCap Holdings                ,1995
Willdan Group                  ,1964
North American Energy Partners ,1953
Ronin Wireless Technologies    ,2000
Gp Aeroportuario del Centro No ,1998
Netlist                        ,2000
Penn Virginia GP Holdings      ,1882
Aegean Marine Petroleum Ntwrk  ,1995
Allegiant Travel Company       ,1997
Heelys                         ,2000
Atlas Energy Resources LLC     ,1968
DCT Industrial                 ,2002
Guidance Software              ,1997
IPG Photonics                  ,1990
MEDecision                     ,1988
Cal Dive International         ,1975
Genesis Lease                  ,2006
Teekay Offshore Partners L.P.  ,2006
NewStar Financial              ,2004
Obagi Medical Products         ,1988
WSB Financial Group            ,1999
Affymax                        ,1988
Altra Holdings                 ,1877
Double-Take Software           ,1991
Isilon Systems                 ,2001
Carrols Restaurant Group       ,1961
U.S. BioEnergy                 ,2004
Trina Solar Limited            ,1997
Fuwei Films (Holdings)         ,2003
Melco PBL Entertainment        ,2004
Claymont Steel Holdings        ,1988
Transforma Acquisition Group   ,2006
Shine Media Acquisition Corp   ,2005
Artes Medical                  ,1999
Dayton Superior                ,1924
Solarfun Power Holdings        ,2004
Freedom Acquisition Holdings   ,2006
Universal Power Group          ,1968
Legacy Reserves LP             ,2005
MV Oil Trust                   ,2006
AeroVironment Inc              ,1971
Meruelo Maddux Properties Inc  ,1972
Oculus Innovative Sciences Inc ,1999
Duncan Energy Partners LP      ,2006
Employers Holdings Inc         ,2000
HFF                            ,1982
Animal Health International    ,1954
NTR Acquisition Co             ,2006
Xtent Inc                      ,2002
Molecular Insight Pharm Inc    ,1997
Dekania Corp                   ,2006
Cellcom Israel Ltd             ,1994
JA Solar Holdings Co Ltd       ,2005
Synta Pharmaceuticals Corp     ,2001
3SBio Inc                      ,1993
Accuray Inc                    ,1993
Mellanox Technologies Ltd      ,1999
National CineMedia Inc         ,1985
Switch And Data Inc            ,1998
Fortress Investment Group LLC  ,1998
Targa Resources Partners LP    ,2006
US Auto Parts Networks Inc     ,1995
Trans-India Acquisition Corp   ,2006
VeriChip Corp                  ,1982
Optimer Pharmaceuticals Inc    ,1998
OpNext Inc                     ,2000
Salary.com Inc                 ,1999
Rosetta Genomics Ltd           ,2000
Churchill Ventures Ltd         ,2006
Oceanaut Inc                   ,2006
Clearwire Corp                 ,2003
Symmetry Holdings Inc          ,2006
Sourcefire Inc                 ,2001
Xinhua Finance Media Ltd       ,2005
Media & Entertainment Holdings ,2005
Bigband Networks Inc           ,1999
Tongjitang Chinese Medicines   ,1995
FCStone Group Inc              ,1968
Haynes International Inc       ,1912
Cheniere Energy Partners LP    ,2006
Glu Mobile Inc                 ,2001
Castlepoint Holdings Ltd       ,2005
Alpha Security Group Corp      ,2005
Aruba Networks Inc             ,2002
Evergreen Global Dividend      ,2006
First Trust Strategic High III ,2006
eTelecare Global Solutions     ,1999
Santa Monica Media Corp        ,2005
GSI Technology Inc             ,1995
SenoRx Inc                     ,1998
Flagstone Reinsurance Holdings ,2005
Capital Product Partners LP    ,2006
Super Micro Computer Inc       ,1993
Veraz Networks Inc             ,2001
Tailwind Financial Inc         ,2006
Comverge Inc                   ,1997
MetroPCS Communications Inc    ,1994
Simcere Pharmaceutical Group   ,1995
Superior Offshore Intl Inc     ,1986
China Healthcare Acquisition   ,2006
Cinemark Holdings Inc          ,1987
OceanFreight Inc               ,2006
Edenor                         ,1992
Orexigen Therapeutics Inc      ,2002
Pharmasset Inc                 ,1998
Cavium Networks Inc            ,2000
Neurogesx Inc                  ,1998
Acorn International Inc        ,1998
Qiao Xing Mobile Commun        ,2000
Interactive Brokers Group      ,1977
Tomotherapy Incorporated       ,1997
AECOM Technology Corp          ,1990
JMP Group Inc                  ,1999
Solera Holdings Inc            ,2005
Biodel Inc                     ,2003
Continental Resources Inc      ,1967
Pinnacle Gas Resources Inc     ,2003
Insulet Corp                   ,2000
Skilled Healthcare Group Inc   ,2005
CAI Int Inc                    ,1989
Eurand NV                      ,1984
TechTarget Inc                 ,1999
TriMas Corp                    ,1986
China Sunergy Co Ltd           ,2004
EnerNOC Inc                    ,2001
Arcade Acquisition Corp        ,2007
RSC Holdings Inc               ,1986
Sirtris Pharmaceuticals Inc    ,2004
Helicos BioSciences Corp       ,2003
StarLIMS Tech Ltd              ,1986
Greenlight Capital Re Ltd      ,2006
Vantage Energy Services Inc    ,2006
Clean Energy Fuels Corp        ,1997
Amicus Therapeutics Inc        ,2002
Jazz Pharmaceuticals Inc       ,2003
LDK Solar Co Ltd               ,2005
Stoneleigh Partners Acquisitn  ,2005
Starent Networks Corp          ,2000
Infinera Corp                  ,2000
Response Genetics Inc          ,1999
FBR Capital Markets Corp       ,1989
Limelight Networks Inc         ,2001
Apex Bioventures Acquisition   ,2006
Yingli Green Energy Holding Co ,2003
Bway Holding Co                ,1875
Biofuel Energy Corp            ,2006
China Shenghuo Pharmaceutical  ,2005
Blackstone Group LP            ,1985
AuthenTec Inc                  ,1998
Data Domain Inc                ,2001
Comscore Inc                   ,1999
Spreadtrum Communications Inc  ,2001
Spectra Energy Partners LP     ,2006
Polypore International Inc     ,1966
Pros Holdings Inc              ,1985
Vaughan Foods Inc              ,1961
Bridgeline Software Inc        ,2000
ShoreTel Inc                   ,1996
Dice Holdings Inc              ,1991
"Encore Bancshares,Houston,TX   ",2000
SemGroup Energy Partners LP    ,2007
"Silver State Bancorp,NV        ",1996
Netezza Corp                   ,2000
Limco-Piedmont Inc             ,1995
China Fortune Acquisition      ,2006
hhgregg Inc                    ,1955
Orbitz Worldwide Inc           ,1999
Airvana Inc                    ,2000
KBL Healthcare Acquisition     ,2007
Validus Holdings Ltd           ,2005
BladeLogic Inc                 ,2001
Rex Energy Corp                ,1997
Monotype Imaging Holdings Inc  ,1986
ImaRx Therapeutics Inc         ,1999
Perfect World Co Ltd           ,2004
Voltaire Ltd                   ,1997
Lululemon Athletica Inc        ,1998
Alternative Asset Management   ,2007
Dolan Media Co                 ,1992
Genpact Ltd                    ,1997
Sucampo Pharmaceuticals Inc    ,1996
Virtusa Corp                   ,1996
Concho Resources Inc           ,2004
Quicksilver Gas Services LP    ,2004
HireRight Inc                  ,1995
Masimo Corp                    ,1989
E-House(China)Holdings Ltd     ,2000
DemandTec Inc                  ,1990
WuXi PharmaTech(Cayman)Inc     ,2000
Mercadolibre Inc               ,1999
Paragon Shipping Inc           ,2006
Horsehead Holding Corp         ,1848
VMware Inc                     ,1998
Encore Energy Partners LP      ,2007
athenahealth Inc               ,1997
Seanergy Maritime Corp         ,2007
Babcock & Brown Air Ltd        ,2007
Duff & Phelps Corp             ,1932
China Architectural            ,1992
Hicks Acquisition Co I Inc     ,2007
Constant Contact Inc           ,1995
Highlands Acquisition Corp     ,2007
Inter-Atlantic Financial       ,2007
Main Street Capital Corp       ,2002
MAP Pharmaceuticals Inc        ,2003
China Dig TV Hldg Co Ltd       ,1998
Targanta Therapeutics Corp     ,1997
Compellent Technologies Inc    ,2002
Textainer Grp Hldg Ltd         ,1979
"Virgin Mobile USA, Inc         ",2002
SP Acquisition Holdings Inc    ,2007
Stone Tan China Acq Corp       ,2007
Trans1 Inc                     ,2000
NRDC Acquisition Corp          ,2007
Global BPO Services            ,2007
DuPont Fabros Tech Inc         ,1997
Maxcom Telecomunicaciones SA   ,1996
Noah Ed Hldg Ltd               ,1997
TM Entertainment and Media     ,2007
CVR Energy Inc                 ,1906
Triplecrown Acquisition Corp   ,2007
Fuqi International Inc         ,2004
Longtop Finl Tech Ltd          ,1996
Vanguard Natural Resources LLC ,1999
Secure America Acq Corp        ,2007
FGX Int Holdings Ltd           ,1985
Ulta Salon Cosmetic Fragrance  ,1990
Pzena Investment Management    ,1995
Power Med Interventions Inc    ,1999
Novabay Pharmaceuticals Inc    ,2000
Genoptix Inc                   ,1999
CNinsure Inc                   ,1998
012 Smile.Communications Ltd   ,1999
Giant Interactive Group Inc    ,2004
Nanosphere Inc                 ,1998
Deltek Inc                     ,1983
SoundBite Communications Inc   ,2000
Neutral Tandem Inc             ,2003
SandRidge Energy Inc           ,1984
AirMedia Group Inc             ,2005
BioForm Medical Inc            ,1999
